Date,Open,High,Low,Close,Adj Close,Volume
2020-07-30,441.899994,445.899994,424.750000,425.850006,425.850006,26861618
2020-07-31,429.000000,434.450012,421.299988,431.649994,431.649994,27499638
2020-08-03,431.600006,431.899994,415.700012,417.350006,417.350006,23824107
2020-08-04,421.850006,431.200012,417.350006,429.149994,429.149994,24746211
2020-08-05,439.000000,446.850006,433.149994,434.950012,434.950012,36932321
2020-08-06,436.000000,438.299988,427.100006,433.000000,433.000000,33465135
2020-08-07,431.450012,437.000000,427.149994,433.299988,433.299988,15569399
2020-08-10,434.000000,437.000000,429.299988,431.100006,431.100006,14888044
2020-08-11,435.299988,449.899994,435.299988,448.000000,448.000000,30469633
2020-08-12,444.799988,452.750000,438.950012,451.100006,451.100006,23184137
2020-08-13,454.100006,456.750000,445.350006,448.100006,448.100006,21885850
2020-08-14,451.500000,451.500000,425.600006,435.850006,435.850006,36725538
2020-08-17,439.100006,441.000000,425.350006,438.149994,438.149994,30198343
2020-08-18,439.500000,447.250000,435.299988,445.799988,445.799988,21768516
2020-08-19,446.000000,451.950012,442.450012,444.200012,444.200012,18127671
2020-08-20,437.899994,441.299988,433.250000,434.950012,434.950012,16688938
2020-08-21,440.000000,444.850006,436.250000,440.450012,440.450012,25087973
2020-08-24,444.000000,449.450012,442.299988,445.799988,445.799988,18196776
2020-08-25,450.950012,456.399994,447.100006,451.799988,451.799988,26273592
2020-08-26,452.000000,464.799988,449.000000,463.350006,463.350006,25914508
2020-08-27,464.000000,474.500000,464.000000,473.049988,473.049988,19544214
2020-08-28,476.450012,513.000000,476.049988,509.200012,509.200012,59179945
2020-08-31,524.450012,533.849976,486.299988,496.750000,496.750000,55830536
2020-09-01,495.049988,503.399994,479.649994,485.700012,485.700012,33276725
2020-09-02,487.000000,487.950012,472.100006,484.399994,484.399994,20750575
2020-09-03,488.399994,489.950012,473.100006,474.950012,474.950012,14045705
2020-09-04,469.000000,472.950012,452.600006,455.200012,455.200012,29405304
2020-09-07,457.000000,467.149994,450.649994,458.700012,458.700012,25967554
2020-09-08,459.799988,462.399994,441.250000,444.350006,444.350006,21052285
2020-09-09,439.899994,443.350006,425.000000,431.250000,431.250000,31657672
2020-09-10,436.450012,448.700012,430.750000,446.850006,446.850006,34434841
2020-09-11,446.000000,449.850006,439.250000,447.200012,447.200012,18620781
2020-09-14,452.000000,455.000000,438.000000,440.549988,440.549988,17622727
2020-09-15,441.049988,451.899994,435.899994,449.549988,449.549988,17328721
2020-09-16,449.549988,450.600006,440.000000,446.000000,446.000000,20016188
2020-09-17,440.950012,446.450012,438.500000,442.899994,442.899994,14306232
2020-09-18,444.549988,449.299988,436.049988,443.350006,443.350006,20809690
2020-09-21,443.000000,444.000000,420.549988,423.350006,423.350006,19013877
2020-09-22,424.000000,426.649994,406.299988,412.000000,412.000000,27558176
2020-09-23,418.100006,422.899994,406.100006,419.750000,419.750000,18612700
2020-09-24,414.000000,414.299988,401.149994,402.450012,402.450012,21177182
2020-09-25,407.500000,416.700012,400.149994,415.049988,415.049988,20460096
2020-09-28,420.000000,440.600006,418.049988,439.250000,439.250000,19387091
2020-09-29,442.399994,443.299988,424.799988,426.850006,426.850006,19996904
2020-09-30,427.000000,428.100006,418.750000,424.649994,424.649994,18485278
2020-10-01,430.200012,445.299988,427.399994,443.700012,443.700012,21083211
2020-10-05,444.049988,456.450012,439.049988,444.149994,444.149994,24252318
2020-10-06,449.500000,452.700012,442.700012,449.649994,449.649994,19387351
2020-10-07,447.000000,455.950012,443.500000,453.100006,453.100006,19873734
2020-10-08,455.549988,461.649994,447.250000,451.899994,451.899994,20909290
2020-10-09,453.299988,469.799988,450.149994,468.049988,468.049988,28048230
2020-10-12,473.500000,480.000000,462.299988,468.000000,468.000000,21261504
2020-10-13,465.899994,473.000000,459.750000,461.350006,461.350006,15582492
2020-10-14,458.000000,474.649994,454.000000,471.299988,471.299988,13984621
2020-10-15,473.399994,481.950012,460.000000,462.600006,462.600006,28971494
2020-10-16,465.149994,475.500000,463.000000,472.399994,472.399994,16288157
2020-10-19,477.049988,495.899994,476.250000,492.950012,492.950012,28131936
2020-10-20,485.850006,498.649994,485.100006,493.950012,493.950012,21376064
2020-10-21,496.899994,507.500000,486.600006,501.450012,501.450012,27029535
2020-10-22,496.000000,513.000000,495.649994,510.299988,510.299988,30022336
2020-10-23,513.900024,515.500000,504.500000,507.200012,507.200012,18810262
2020-10-26,508.250000,509.850006,490.899994,493.350006,493.350006,17446937
2020-10-27,494.000000,512.250000,482.649994,508.100006,508.100006,24239860
2020-10-28,510.799988,517.500000,493.500000,504.700012,504.700012,30340446
